"qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","id_rank","top_perc","diff","taxonomic_level","taxon"
"ASV_0751","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_0753","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0789","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0795","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0813","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0816","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0838","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0841","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0865","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0884","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0898","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0898","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0903","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0908","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0908","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0909","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0934","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0948","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0959","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_0959","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_0959","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1003","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1013","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1014","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1019","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1028","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1028","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1052","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1073","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1083","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1083","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1106","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1121","Glyptocephalus zachirus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,1,100,0,"family","Pleuronectidae"
"ASV_1169","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1172","Reinhardtius hippoglossoides","Reinhardtius","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,1,100,0,"family","Pleuronectidae"
"ASV_1183","Lepidopsetta bilineata","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1183","Lepidopsetta polyxystra","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1199","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.225,1,98.225,0,"family","Pleuronectidae"
"ASV_1199","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.225,1,98.225,0,"family","Pleuronectidae"
"ASV_1199","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.225,1,98.225,0,"family","Pleuronectidae"
"ASV_1206","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1215","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1221","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1238","Acanthopsetta nadeshnyi","Acanthopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1238","Microstomus pacificus","Microstomus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1238","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1238","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1253","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1311","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1339","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1343","Lepidopsetta bilineata","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1343","Lepidopsetta polyxystra","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1390","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1476","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1476","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1476","Isopsetta isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1476","Parophrys vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1476","Psettichthys melanostictus","Psettichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1508","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1528","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.817,1,98.817,0,"family","Pleuronectidae"
"ASV_1559","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_1575","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.408,1,99.408,0,"family","Pleuronectidae"
"ASV_0382","Atheresthes evermanni","Atheresthes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.83,1,98.83,0,"genus","Atheresthes"
"ASV_0382","Atheresthes stomias","Atheresthes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",98.83,1,98.83,0,"genus","Atheresthes"
"ASV_1136","Lepidopsetta bilineata","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,1,100,0,"genus","Lepidopsetta"
"ASV_1136","Lepidopsetta polyxystra","Lepidopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,1,100,0,"genus","Lepidopsetta"
"ASV_1270","Atheresthes evermanni","Atheresthes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,1,100,0,"genus","Atheresthes"
"ASV_1270","Atheresthes stomias","Atheresthes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,1,100,0,"genus","Atheresthes"
