qseqid,taxon,taxonomic_level,species,genus,family,order,class,phylum,kingdom,seq_percID,id_rank,top_perc,diff
ASV_0211,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0211,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0211,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0218,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0218,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0220,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0220,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0220,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0230,Bathymaster,genus,Bathymaster leurolepis,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,1,99.405,0
ASV_0230,Bathymaster,genus,Bathymaster signatus,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,1,99.405,0
ASV_0237,Ammodytes,genus,Ammodytes hexapterus,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0237,Ammodytes,genus,Ammodytes personatus,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0251,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0251,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0251,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0267,Gymnelus,genus,Gymnelus hemifasciatus,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0267,Gymnelus,genus,Gymnelus viridis,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0271,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0271,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0282,Lycodes,genus,Lycodes pallidus,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,1,99.405,0
ASV_0282,Lycodes,genus,Lycodes raridens,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.405,1,99.405,0
ASV_0284,Liparis 2,genus,Liparis fabricii,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0284,Liparis 2,genus,Liparis tunicatus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0290,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0290,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0303,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0303,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0315,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0315,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0315,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0332,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,1,98.214,0
ASV_0332,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,1,98.214,0
ASV_0332,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,1,98.214,0
ASV_0335,Anoplarchus,genus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0335,Anoplarchus,genus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0346,Gymnelus,genus,Gymnelus hemifasciatus,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0346,Gymnelus,genus,Gymnelus viridis,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0360,Anoplarchus,genus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0360,Anoplarchus,genus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0377,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0377,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0377,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0381,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0381,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0381,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0390,Gymnelus,genus,Gymnelus hemifasciatus,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0390,Gymnelus,genus,Gymnelus viridis,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0411,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0411,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0416,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0416,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0416,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0417,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0417,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0417,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0438,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0438,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0438,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0447,Liparis 1,genus,Liparis bathyarcticus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0447,Liparis 1,genus,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0447,Liparis 1,genus,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0455,Liparis 1,genus,Liparis bathyarcticus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0455,Liparis 1,genus,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0455,Liparis 1,genus,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0465,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0465,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0495,Liparis 1,genus,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0495,Liparis 1,genus,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0684,Gymnelus,genus,Gymnelus hemifasciatus,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0684,Gymnelus,genus,Gymnelus viridis,Gymnelus,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_0757,Anoplarchus,genus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,1,98.817,0
ASV_0757,Anoplarchus,genus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,1,98.817,0
ASV_0809,Ammodytes,genus,Ammodytes hexapterus,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Eukaryota,99.398,1,99.398,0
ASV_0809,Ammodytes,genus,Ammodytes personatus,Ammodytes,Ammodytidae,Uranoscopiformes,Actinopteri,Chordata,Eukaryota,99.398,1,99.398,0
ASV_0872,Anarhichas,genus,Anarhichas denticulatus,Anarhichas,Anarhichadidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_0872,Anarhichas,genus,Anarhichas orientalis,Anarhichas,Anarhichadidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_0920,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0920,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0920,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0970,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
